gene_id,fd713184-4bb4-4e1b-a3b8-636273ee6ccc,a6a841ae-f63f-45ab-9a17-2288e12a9577,d94a4acc-1345-4cdb-b1e0-0b9c1afc593c,f1eb1ef7-fe25-4dd8-abed-9d9c298d72fb,32dd8db9-1e43-497e-a35a-664d7d15ed60,f6108b9b-e02f-4608-bec3-bcc0112d05b4,fbd81adc-aa56-4cde-b1f2-e749e2cbf653,525e9185-ed15-403d-8987-93c50e4b89a1
ENSG00000201452.1,1,0,0,0,0,0,0,0
ENSG00000201458.1,3,0,0,0,1,0,0,0
ENSG00000201464.1,3,0,0,0,2,0,1,0
ENSG00000201469.1,1,0,0,1,0,0,0,0
ENSG00000201470.1,19,0,0,0,1,0,1,0
ENSG00000201483.1,9,0,0,0,0,0,0,0
ENSG00000201489.1,0,0,0,0,0,0,2,0
ENSG00000201492.1,19,4,2,3,5,3,4,1
ENSG00000201496.1,0,2,0,0,0,0,0,2
ENSG00000201498.1,6,0,0,1,0,0,0,0
ENSG00000201499.1,6,3,3,9,2,4,6,0
ENSG00000201500.1,2,0,0,0,0,0,0,0
ENSG00000201501.1,2,0,0,1,0,0,0,1
ENSG00000201510.1,24,0,0,0,0,0,0,0
ENSG00000201511.1,4,0,0,0,1,0,0,0
ENSG00000201517.1,1,0,0,0,0,0,0,0
ENSG00000201518.1,6,0,2,0,0,0,0,0
ENSG00000201519.1,2,0,0,0,0,0,1,0
ENSG00000201524.1,1,0,0,1,1,1,1,0
ENSG00000201532.1,3,0,0,0,0,0,0,0
ENSG00000201533.1,110,0,1,1,0,2,1,0
ENSG00000201535.2,0,0,0,0,1,0,0,0
ENSG00000201542.1,4,0,0,0,0,0,0,0
ENSG00000201544.1,25,0,4,0,7,3,5,1
ENSG00000201547.1,3,0,0,1,2,1,1,0
ENSG00000201548.1,1,0,0,0,0,0,0,0
ENSG00000201550.1,5,0,0,1,1,0,0,0
ENSG00000201554.1,8,0,0,0,0,0,0,0
ENSG00000201555.1,3,2,3,4,0,16,8,4
ENSG00000201563.1,3,1,0,0,4,2,1,1
ENSG00000201564.1,18,0,1,1,0,0,0,1
ENSG00000201566.1,3,0,0,0,0,0,0,0
ENSG00000201570.1,2,0,0,0,0,0,0,0
ENSG00000201573.1,17,0,0,1,2,1,0,0
ENSG00000201574.1,3,0,0,0,0,0,0,0
ENSG00000201579.1,7,1,3,3,5,10,11,3
ENSG00000201581.1,12,0,0,2,1,1,0,0
ENSG00000201583.1,6,0,0,0,0,0,0,0
ENSG00000201586.1,2,0,0,0,2,0,1,0
ENSG00000201592.1,37,1,0,0,0,1,0,0
ENSG00000201595.1,0,1,1,0,1,0,1,0
ENSG00000201598.1,2,0,0,0,0,0,0,0
ENSG00000201600.1,10,0,1,0,1,1,2,0
ENSG00000201604.1,1,0,0,0,0,0,0,0
ENSG00000201608.1,0,0,0,0,0,1,1,0
ENSG00000201612.1,1,0,0,0,0,0,0,0
ENSG00000201613.1,1,0,0,0,0,0,0,0
ENSG00000201616.1,3,0,0,1,0,0,0,0
ENSG00000201618.1,0,0,0,0,0,2,0,0
ENSG00000201619.1,12,0,0,0,3,0,0,0
ENSG00000201620.1,1,0,0,0,0,0,0,0
ENSG00000201622.1,1,0,0,0,0,0,1,0
ENSG00000201628.1,2,0,0,0,0,0,0,0
ENSG00000201638.2,0,0,0,1,0,3,0,0
ENSG00000201643.1,197,0,0,0,1,0,3,1
ENSG00000201644.2,2,0,0,0,0,0,0,0
ENSG00000201648.1,1,0,0,0,0,0,0,0
ENSG00000201649.1,4,0,0,0,0,0,1,1
ENSG00000201654.1,3,0,0,0,0,0,0,0
ENSG00000201659.1,5,1,1,0,1,2,0,0
ENSG00000201662.1,6,0,0,0,1,0,0,0
ENSG00000201665.1,3,0,0,0,0,0,0,0
ENSG00000201668.1,1,0,0,0,0,0,0,1
ENSG00000201671.1,0,0,0,0,2,0,0,0
ENSG00000201680.1,0,0,0,1,1,0,0,0
ENSG00000201684.1,7,4,3,16,5,17,17,2
ENSG00000201687.1,5,0,0,0,0,0,0,0
ENSG00000201690.1,2,0,0,0,0,0,0,0
ENSG00000201695.1,0,0,1,0,0,0,0,0
ENSG00000201699.1,0,0,0,2,0,0,0,2
ENSG00000201700.3,2,0,0,0,0,1,0,0
ENSG00000201709.1,2,0,1,0,0,0,0,0
ENSG00000201710.1,1,0,0,0,0,0,0,0
ENSG00000201711.1,4,0,0,0,0,0,0,0
ENSG00000201715.1,21,0,0,0,0,0,0,0
ENSG00000201723.2,0,0,0,0,1,0,0,5
ENSG00000201724.1,3,0,0,1,2,0,0,0
ENSG00000201725.1,0,0,0,1,0,0,1,0
ENSG00000201728.1,4,0,0,0,1,0,0,0
ENSG00000201733.1,0,0,0,0,0,0,1,0
ENSG00000201736.1,0,1,0,1,1,4,0,1
ENSG00000201744.1,1,0,0,0,0,0,0,0
ENSG00000201746.1,1,2,1,1,1,1,0,1
ENSG00000201747.1,1,0,1,0,0,0,1,0
ENSG00000201749.1,6,0,0,1,0,2,1,0
ENSG00000201758.1,16,0,0,1,0,0,0,0
ENSG00000201772.1,362,6,7,18,12,23,25,1
ENSG00000201782.1,1,0,0,0,0,0,0,0
ENSG00000201785.1,7,2,1,4,6,5,4,0
ENSG00000201786.1,5,0,1,0,0,0,1,0
ENSG00000201791.1,3,0,0,1,0,0,0,0
ENSG00000201793.1,658,0,2,1,1,1,1,0
ENSG00000201794.1,12,0,0,0,2,0,0,1
ENSG00000201800.1,3,0,0,0,0,0,0,0
ENSG00000201801.1,6,0,1,0,0,1,0,0
ENSG00000201806.1,1,0,0,0,0,1,1,0
ENSG00000201812.1,0,0,0,1,0,0,0,0
ENSG00000201813.1,48,0,2,0,0,0,3,0
ENSG00000201818.1,4,0,0,1,1,1,0,0
ENSG00000201820.1,4,2,0,3,6,1,4,3
ENSG00000201821.1,5,0,0,0,0,0,0,0
ENSG00000201822.1,8,0,0,0,0,0,0,0
ENSG00000201823.1,0,0,0,1,0,0,2,0
ENSG00000201827.1,1,0,0,1,0,0,1,0
ENSG00000201830.1,1,1,0,1,0,0,1,0
ENSG00000201831.1,1,0,0,0,0,0,0,0
ENSG00000201839.1,10,0,0,0,0,0,0,0
ENSG00000201846.1,4,0,0,0,0,0,0,0
ENSG00000201847.1,1,0,0,0,0,0,0,0
ENSG00000201850.1,8,0,0,1,0,0,1,0
ENSG00000201852.1,11,0,0,0,1,0,2,0
ENSG00000201861.1,3,1,0,1,2,1,2,1
ENSG00000201863.1,6,0,0,0,1,0,0,0
ENSG00000201867.1,0,0,0,0,0,1,0,0
ENSG00000201875.1,17,0,0,0,0,0,0,0
ENSG00000201882.1,23,1,0,0,1,0,0,0
ENSG00000201884.1,2,0,0,0,0,0,0,0
ENSG00000201885.1,2,0,0,0,0,0,0,0
ENSG00000201896.1,2,0,0,0,0,0,0,0
ENSG00000201900.1,6,2,1,4,3,0,2,0
ENSG00000201901.1,67,0,0,0,0,0,0,0
ENSG00000201912.1,214,0,0,0,0,0,0,0
ENSG00000201913.1,1,0,0,0,0,0,0,0
ENSG00000201916.1,2,0,0,1,3,0,0,0
ENSG00000201920.1,0,0,0,0,0,1,0,0
ENSG00000201938.1,1,0,0,0,0,0,0,0
ENSG00000201942.1,2,0,0,0,0,0,0,0
ENSG00000201944.1,21,0,1,1,2,0,1,1
ENSG00000201950.1,1,0,0,0,0,0,0,0
ENSG00000201954.1,1,0,0,0,0,0,0,0
ENSG00000201955.1,5,0,0,0,0,1,0,0
ENSG00000201957.1,8,0,0,0,0,1,0,0
ENSG00000201959.1,1,0,0,0,0,1,0,0
ENSG00000201967.1,10,0,0,0,0,0,0,0
ENSG00000201984.1,1,0,1,0,0,0,0,0
ENSG00000201988.2,8,2,2,2,1,7,5,1
ENSG00000201998.1,2803,1,0,1,2,1,1,0
ENSG00000202000.1,20,0,2,8,9,18,1,0
ENSG00000202008.1,2,0,0,0,0,0,0,0
ENSG00000202014.1,0,0,0,0,1,2,0,0
ENSG00000202016.1,5,0,0,0,0,0,1,0
ENSG00000202019.1,0,1,0,1,0,1,1,1
ENSG00000202024.1,2,0,0,1,0,1,0,0
ENSG00000202029.1,5,0,0,0,0,0,0,0
ENSG00000202034.1,1,0,0,0,0,1,0,0
ENSG00000202044.1,1,0,0,0,0,0,0,0
ENSG00000202046.1,1,1,0,0,0,0,0,0
ENSG00000202047.1,1,1,0,0,0,0,0,0
ENSG00000202048.1,4,0,0,0,0,0,0,0
ENSG00000202054.1,0,0,0,0,2,1,0,0
ENSG00000202056.1,1,0,0,0,0,0,0,0
ENSG00000202058.1,724,4,8,5,6,5,17,2
ENSG00000202059.1,1,0,0,0,0,0,0,0
ENSG00000202071.1,27,0,0,0,0,0,0,0
ENSG00000202078.1,38,0,3,1,7,3,3,4
ENSG00000202079.1,7,0,10,4,5,5,8,3
ENSG00000202081.1,6,1,2,0,3,5,1,0
ENSG00000202089.1,1,0,1,0,0,0,0,0
ENSG00000202092.1,0,0,0,0,1,0,1,0
ENSG00000202100.1,4,0,0,0,0,2,0,0
ENSG00000202103.1,1,0,0,0,0,0,0,0
ENSG00000202111.1,2,0,0,0,0,3,0,0
ENSG00000202119.1,5,0,0,0,0,0,0,0
ENSG00000202124.1,2,0,1,0,0,0,1,0
ENSG00000202125.1,14,0,0,0,1,0,0,0
ENSG00000202141.1,18,0,0,0,0,0,0,0
ENSG00000202146.1,8,0,0,0,0,0,0,0
ENSG00000202150.1,18,2,2,1,0,0,0,0
ENSG00000202157.1,1,0,0,0,0,0,0,0
ENSG00000202159.1,0,0,0,0,1,1,0,0
ENSG00000202172.1,11,0,0,0,0,0,0,0
ENSG00000202174.1,0,0,0,0,1,0,0,0
ENSG00000202177.1,0,0,0,0,2,0,0,0
ENSG00000202182.1,2,0,0,0,0,0,0,0
ENSG00000202184.1,19,0,0,2,0,0,0,0
ENSG00000202186.1,1,0,0,0,0,0,0,0
ENSG00000202187.1,2,0,0,0,0,0,0,0
ENSG00000202189.1,4,0,0,0,0,0,0,0
ENSG00000202190.1,5,0,0,0,0,0,1,0
ENSG00000202191.1,1,0,0,0,0,0,0,0
ENSG00000202205.1,17,0,0,0,0,0,1,0
ENSG00000202215.1,3,0,0,0,0,2,0,0
ENSG00000202217.1,18,0,0,0,0,0,0,0
ENSG00000202222.1,12,0,0,0,0,0,0,0
ENSG00000202224.1,1,0,0,0,0,0,0,0
ENSG00000202225.1,0,0,1,0,0,0,0,0
ENSG00000202227.1,8,1,0,3,1,3,3,0
ENSG00000202231.1,2,0,0,0,0,0,1,0
ENSG00000202233.2,1,0,0,0,0,0,0,0
ENSG00000202237.1,0,1,0,1,0,0,1,0
ENSG00000202239.1,11,0,0,0,0,0,0,0
ENSG00000202241.1,40,0,0,0,0,0,0,0
ENSG00000202251.1,0,0,1,0,1,4,7,0
ENSG00000202254.1,0,0,0,0,0,1,0,0
ENSG00000202255.1,0,0,0,0,1,1,0,0
ENSG00000202259.1,3,0,0,0,2,0,0,0
ENSG00000202260.1,35,0,0,0,0,2,0,0
ENSG00000202263.1,0,0,0,0,0,0,2,0
ENSG00000202268.2,0,0,0,0,1,1,0,0
ENSG00000202269.1,0,0,1,0,0,0,0,0
ENSG00000202272.1,1,0,0,0,0,0,0,0
ENSG00000202273.1,14,0,0,0,0,0,0,0
ENSG00000202276.1,1,0,0,0,0,0,0,0
ENSG00000202279.1,4,1,0,0,0,0,4,0
ENSG00000202281.1,5,0,0,0,0,0,0,0
ENSG00000202290.1,6,7,1,3,9,1,3,1
ENSG00000202297.1,3,0,0,0,0,1,0,0
ENSG00000202300.1,1,0,0,0,0,0,0,0
ENSG00000202309.1,1,0,0,1,0,0,0,0
ENSG00000202310.1,5,0,0,0,2,2,1,1
ENSG00000202313.1,1,0,0,0,0,0,0,0
ENSG00000202314.1,31,6,4,15,13,17,30,2
ENSG00000202318.1,16,3,1,12,6,33,16,0
ENSG00000202322.1,2,0,0,0,0,0,2,0
ENSG00000202337.1,10,3,6,8,9,5,17,2
ENSG00000202341.1,0,0,0,0,0,0,0,1
ENSG00000202343.1,10,3,6,7,9,7,4,12
ENSG00000202344.1,5,0,0,0,0,0,0,0
ENSG00000202347.1,12,1,0,0,2,0,1,1
ENSG00000202351.1,2,0,0,0,0,0,0,0
ENSG00000202354.1,300,0,0,0,0,1,0,0
ENSG00000202356.1,6,0,0,0,1,0,2,0
ENSG00000202357.1,0,0,2,1,3,1,3,0
ENSG00000202358.1,19,5,1,2,1,2,5,1
ENSG00000202360.1,5,0,0,3,0,1,0,0
ENSG00000202361.1,0,0,1,0,1,0,1,0
ENSG00000202379.1,0,0,0,0,0,1,0,0
ENSG00000202380.1,1,0,0,0,0,0,0,0
ENSG00000202382.1,5,1,0,4,2,2,2,0
ENSG00000202383.1,2,0,0,0,0,0,0,0
ENSG00000202388.1,0,0,0,1,0,0,0,0
ENSG00000202392.1,8,0,0,0,4,1,1,0
ENSG00000202395.1,21,0,0,0,0,0,0,0
ENSG00000202398.1,0,1,0,0,0,0,0,0
ENSG00000202399.1,1,2,1,2,5,5,2,3
ENSG00000202400.1,1,0,0,0,0,0,0,0
ENSG00000202411.1,1,0,0,0,0,0,0,0
ENSG00000202412.1,16,0,0,0,2,0,0,1
ENSG00000202414.1,4,0,0,0,1,0,1,0
ENSG00000202415.1,23,2,1,1,1,1,2,1
ENSG00000202417.1,15,0,0,0,1,0,2,0
ENSG00000202427.1,0,0,0,0,0,0,2,0
ENSG00000202428.1,1,0,0,0,0,0,0,0
ENSG00000202429.1,6,0,0,1,0,0,0,0
ENSG00000202430.1,7,0,0,0,0,0,0,0
ENSG00000202434.1,4,1,0,0,1,1,2,0
ENSG00000202440.1,0,0,0,2,0,0,0,0
ENSG00000202441.2,4,7,5,11,6,16,29,3
ENSG00000202445.1,4,0,0,0,0,0,0,0
ENSG00000202459.1,4,1,0,0,1,0,0,0
ENSG00000202461.1,1,0,1,1,4,1,2,1
ENSG00000202469.1,3,0,0,0,1,0,1,0
ENSG00000202470.1,12,0,0,1,3,1,0,0
ENSG00000202472.1,2,0,0,0,0,0,0,0
ENSG00000202474.1,0,0,0,0,2,0,0,0
ENSG00000202490.1,4,0,0,0,0,0,0,0
ENSG00000202491.1,0,0,0,0,0,1,0,0
ENSG00000202497.1,1,0,0,0,0,0,0,0
ENSG00000202502.1,0,1,0,0,0,3,1,0
ENSG00000202508.1,0,1,0,0,0,0,0,1
ENSG00000202512.1,55,0,0,1,2,0,0,0
ENSG00000202513.1,5,0,0,0,0,0,0,0
ENSG00000202514.1,23,0,0,1,0,0,0,0
ENSG00000202515.1,8,0,0,0,0,1,0,0
ENSG00000202517.1,0,0,0,0,0,0,1,0
ENSG00000202522.1,4,6,1,1,2,1,1,0
ENSG00000202523.1,5,0,0,0,0,0,0,0
ENSG00000202533.1,8,8,8,8,17,5,16,3
ENSG00000202536.2,1,0,0,0,0,0,0,0
ENSG00000202538.1,16944,0,9,3,21,5,5,0
ENSG00000202542.1,0,0,0,0,0,2,0,0
ENSG00000202569.4,1,0,1,1,3,0,0,0
ENSG00000202601.4,4,0,0,0,0,0,1,0
ENSG00000203258.3,18,0,3,0,5,2,0,0
ENSG00000203262.3,1,0,0,0,0,0,0,0
ENSG00000203266.3,1,0,0,0,0,0,0,0
ENSG00000203279.4,2,1,10,3,1,7,4,0
ENSG00000203280.4,38,1,9,9,23,1,17,1
ENSG00000203286.5,5,3,2,6,9,2,10,0
ENSG00000203288.4,34,1,27,33,14,26,61,5
ENSG00000203307.2,3,5,1,1,5,1,0,1
ENSG00000203321.2,25,3,2,0,2,2,2,1
ENSG00000203325.3,26,0,5,7,12,4,3,1
ENSG00000203326.12,1070,319,271,350,516,302,338,158
ENSG00000203327.2,17,4,3,8,6,8,9,4
ENSG00000203334.4,3,0,0,0,0,0,0,0
ENSG00000203335.5,8,0,0,0,0,0,1,0
ENSG00000203356.2,4,0,4,4,7,4,2,0
ENSG00000203362.2,23,10,22,13,25,20,38,18
ENSG00000203363.2,0,1,0,0,0,0,0,0
ENSG00000203364.2,6,1,3,1,4,2,4,1
ENSG00000203387.2,1,0,0,1,0,0,0,0
ENSG00000203392.3,13,42,34,125,28,62,282,13
ENSG00000203395.2,0,1,0,1,0,2,1,0
ENSG00000203396.3,0,0,0,1,0,0,0,0
ENSG00000203397.2,11,0,0,0,0,0,4,0
ENSG00000203402.2,1,0,0,0,0,1,1,0
ENSG00000203411.3,7,0,2,2,2,2,0,0
ENSG00000203413.3,1,0,0,0,0,0,0,3
ENSG00000203414.2,17,9,5,2,2,21,22,5
ENSG00000203416.3,1,2,1,4,1,5,0,0
ENSG00000203435.2,20,1,3,0,2,4,23,2
ENSG00000203436.2,0,0,1,0,0,1,3,1
ENSG00000203437.3,11,0,0,0,0,0,1,0
ENSG00000203441.2,2,3,0,1,2,3,2,1
ENSG00000203446.2,33,37,3,12,26,19,1,16
ENSG00000203485.14,1704,14499,3932,7052,6896,7663,5149,1901
ENSG00000203489.3,2,4,0,0,0,0,5,0
ENSG00000203492.4,8,0,0,0,0,0,0,0
ENSG00000203496.9,0,0,0,0,0,0,1,0
ENSG00000203497.2,29,22,40,94,72,87,43,38
ENSG00000203499.12,1547,814,1336,1257,1149,1141,2054,358
ENSG00000203506.5,147,0,5,2,13,4,4,1
ENSG00000203520.3,0,1,0,1,0,0,1,0
ENSG00000203523.3,0,1,0,10,6,5,2,3
ENSG00000203527.2,1,0,0,0,0,0,1,0
ENSG00000203531.3,0,1,0,0,0,0,0,0
ENSG00000203546.7,19,1,6,5,12,22,12,5
ENSG00000203565.3,0,1,0,0,0,0,0,0
ENSG00000203573.4,1,0,0,0,0,0,0,0
ENSG00000203581.7,0,0,0,0,0,4,0,0
ENSG00000203585.4,13,5,8,12,30,11,3,34
ENSG00000203588.3,9,8,5,34,8,34,38,3
ENSG00000203593.3,0,1,2,1,0,0,0,0
ENSG00000203601.3,5,0,0,2,1,2,3,0
ENSG00000203616.2,4,0,0,3,0,3,0,0
ENSG00000203620.2,3,1,1,1,0,0,0,0
ENSG00000203635.2,119,0,15,6,10,6,5,5
ENSG00000203644.3,314,142,327,265,540,375,351,121
ENSG00000203645.2,0,2,0,8,1,3,0,4
ENSG00000203647.2,17,0,0,0,0,0,0,0
ENSG00000203648.3,4,0,0,0,0,0,0,0
ENSG00000203650.9,8,12,3,58,56,464,94,75
ENSG00000203666.12,351,93,667,414,645,881,852,110
ENSG00000203667.10,148,23,35,48,59,40,107,10
ENSG00000203668.3,2567,697,1365,548,959,755,1408,821
ENSG00000203684.5,13,3,5,9,3,17,7,2
ENSG00000203685.10,41,9,28,23,32,28,6,297
ENSG00000203688.6,2,8,3,1,2,7,4,14
ENSG00000203690.13,0,0,1,0,0,0,1,0
ENSG00000203697.12,3764,7597,5190,7058,9910,3438,35364,977
ENSG00000203705.11,780,435,820,364,669,476,608,211
ENSG00000203706.8,77,35,160,236,360,273,279,64
ENSG00000203709.12,2009,405,219,311,1230,263,735,26
ENSG00000203710.12,553,328,174,169,761,322,25,374
ENSG00000203711.14,51,10,36,38,35,29,26,8
ENSG00000203721.7,40,1,2,78,44,99,73,13
ENSG00000203722.8,3,5,49,9,24,9,2,7
ENSG00000203724.11,114,44,188,125,146,167,409,42
ENSG00000203727.4,363,562,748,31,287,75,45,169
ENSG00000203729.8,2,1,0,1,0,1,0,0
ENSG00000203730.3,22,0,4,2,4,3,2,0
ENSG00000203733.5,5,0,0,0,0,0,0,0
ENSG00000203734.12,1594,33,48,167,497,558,5,6
ENSG00000203737.5,106,0,1,1,2,3,1,0
ENSG00000203739.4,221,30,63,141,125,91,75,35
ENSG00000203740.4,3,4,0,7,39,14,2,2
ENSG00000203747.12,1743,4317,976,2037,9063,4505,748,3421
ENSG00000203756.8,2,1,0,7,3,3,1,1
ENSG00000203757.2,1,1,1,0,0,1,0,0
ENSG00000203760.9,92,248,152,389,208,270,71,130
ENSG00000203761.5,221,46,199,190,177,208,380,36
ENSG00000203772.7,26,1,2,15,9,5,17,2
ENSG00000203778.8,648,87,407,400,408,462,240,237
ENSG00000203780.12,548,127,367,583,398,1187,721,52
ENSG00000203782.6,0,0,0,4,0,8,0,0
ENSG00000203783.5,0,0,0,0,0,1,0,1
ENSG00000203784.3,2,0,0,0,0,0,0,0
ENSG00000203785.9,0,0,2,0,0,0,8,0
ENSG00000203791.15,427,167,217,188,257,246,240,99
ENSG00000203797.12,86,102,186,246,213,164,8,24
ENSG00000203799.13,363,80,15,62,50,122,27,14
ENSG00000203801.8,14,3,1,3,1,3,3,0
ENSG00000203804.5,82,3,13,7,21,7,37,1
ENSG00000203805.11,23,1,4,161,366,412,9,316
ENSG00000203808.12,1,0,1,2,3,2,19,9
ENSG00000203809.7,0,0,0,0,1,0,0,0
ENSG00000203811.1,16,2,7,0,0,0,1,1
ENSG00000203812.2,7,0,0,0,5,0,0,0
ENSG00000203814.6,764,38,19,63,176,96,65,17
ENSG00000203825.4,0,0,0,0,0,0,1,0
ENSG00000203837.5,3,4,3,0,54,0,3,0
ENSG00000203852.3,0,1,0,0,0,0,0,0
ENSG00000203855.7,0,1,0,3,0,2,2,1
ENSG00000203857.10,0,0,0,3,1,0,0,0
ENSG00000203859.10,0,0,0,1,1,0,0,2
ENSG00000203864.3,18,0,0,2,1,0,1,0
ENSG00000203865.11,734,95,905,447,443,375,2113,81
ENSG00000203867.8,81,8,13,146,99,123,3,23
ENSG00000203870.5,1,1,0,0,0,0,0,0
ENSG00000203872.7,123,6,7,35,17,53,33,11
ENSG00000203875.13,1005,691,12515,2202,7203,847,9807,2667
ENSG00000203876.10,18,8,3,10,12,22,8,4
ENSG00000203877.8,0,0,0,0,0,0,1,1
ENSG00000203878.11,4,13,20,14,1,10,5,0
ENSG00000203879.12,2426,3798,3266,7373,7110,7163,8849,2748
ENSG00000203880.12,3572,1093,1981,2214,2805,1971,3637,978
ENSG00000203883.7,149,139,172,295,429,352,141,343
ENSG00000203896.10,31,25,34,150,32,252,107,8
ENSG00000203897.4,0,0,0,3,1,0,1,0
ENSG00000203907.9,8,1,90,4,101,1,12,0
ENSG00000203908.4,0,0,1,0,0,0,0,0
ENSG00000203910.9,10,0,0,0,0,2,2,2
ENSG00000203914.4,3,1,1,0,4,2,2,1
ENSG00000203930.12,344,9,32,19,93,77,18,76
ENSG00000203933.3,0,0,0,0,0,0,0,5
ENSG00000203942.5,1,1,0,2,0,2,0,1
ENSG00000203943.9,23,19,3,58,17,12,36,22
ENSG00000203950.6,127,615,2172,2188,2117,3016,4661,882
ENSG00000203952.9,88,4,4,35,194,67,67,0
ENSG00000203963.11,282,7,8,49,47,124,0,0
ENSG00000203965.13,430,62,211,249,385,245,199,89
ENSG00000203971.2,0,0,0,0,0,1,0,1
ENSG00000203972.10,18,0,0,0,0,0,0,1
ENSG00000203985.11,1233,64,220,424,705,1091,16,3
ENSG00000203987.3,0,0,0,0,0,1,0,0
ENSG00000203993.6,463,228,321,713,874,775,811,130
ENSG00000203995.10,631,2,6,232,24,145,34,29
ENSG00000203999.9,49,13,101,118,65,141,262,35
ENSG00000204001.9,15,0,1,32,0,0,0,0
ENSG00000204006.10,3,0,0,0,0,0,0,0
ENSG00000204010.3,10,0,0,1,0,2,0,0
ENSG00000204011.5,0,0,1,2,1,1,0,0
ENSG00000204019.5,17,5,2,218,0,287,1,21
ENSG00000204020.6,45,11,12,2,16,11,1,9
ENSG00000204021.4,3,0,0,31,239,10,14,0
ENSG00000204022.9,26,0,5,2,8,0,1,5
ENSG00000204025.8,1,0,1,0,9,2,20,1
ENSG00000204033.10,0,0,0,2,0,1,0,0
ENSG00000204044.6,1,1,1,13,18,19,1,1
ENSG00000204049.1,29,1,0,0,0,0,0,0
ENSG00000204052.4,81,19,39,55,82,105,123,65
ENSG00000204053.6,1,0,0,0,0,0,0,0
ENSG00000204054.14,1745,1579,1325,1411,3956,1591,1934,839
ENSG00000204055.5,0,0,0,5,0,0,0,0
ENSG00000204060.7,44,21,215,263,165,226,291,151
ENSG00000204065.3,3,1,0,4,7,3,0,4
ENSG00000204070.10,1346,1333,966,1213,2138,1555,2718,1163
ENSG00000204071.10,2,0,3,1,1,1,2,1
ENSG00000204072.3,0,3,0,0,2,0,1,0
ENSG00000204084.13,1306,601,885,983,1066,1075,743,395
ENSG00000204086.4,26,1,6,3,5,4,5,0
ENSG00000204091.8,0,0,1,1,0,0,0,0
ENSG00000204099.12,9,3,0,12,4,5,1,5
ENSG00000204103.4,1733,1434,915,1674,6793,2320,993,1523
ENSG00000204104.12,1588,780,1115,921,1675,1166,1138,484
ENSG00000204110.6,18,1,3,1,0,3,1,1
ENSG00000204113.6,63,0,0,0,1,0,0,0
ENSG00000204116.11,989,431,409,405,958,440,744,257
ENSG00000204117.2,0,0,0,0,0,1,0,0
ENSG00000204118.2,69,1,13,4,3,4,0,7
ENSG00000204120.16,4173,2463,2714,1793,5131,1439,2868,1631
ENSG00000204121.2,7,6,0,5,1,0,8,2
ENSG00000204128.6,37,545,180,70,92,10,47,58
ENSG00000204130.14,1315,430,532,346,838,585,824,366
ENSG00000204131.9,768,231,291,345,1285,391,225,501
ENSG00000204136.11,209,322,315,225,661,318,104,198
ENSG00000204138.13,1325,2905,1935,1770,3446,2041,1981,1311
ENSG00000204140.10,0,0,1,3,1,2,69,5
ENSG00000204147.11,180,200,137,168,150,204,278,50
ENSG00000204149.13,13,14,15,39,17,16,26,3
ENSG00000204152.14,89,74,98,36,117,66,95,61
ENSG00000204160.12,1355,1259,1327,3218,2510,2364,1706,1610
ENSG00000204161.14,411,446,613,397,741,847,165,301
ENSG00000204165.6,0,0,0,0,0,1,0,0
ENSG00000204172.12,182,106,16,241,174,196,367,53
ENSG00000204173.11,27,5,13,6,26,21,6,2
ENSG00000204174.8,7,8,6,9,2,2,2,2
ENSG00000204175.5,1219,278,650,262,261,369,62,39
ENSG00000204176.14,64,26,48,3,18,13,2,5
ENSG00000204177.10,214,88,61,49,67,81,123,28
ENSG00000204178.11,2327,1370,1567,1429,2973,1313,1888,1225
ENSG00000204179.10,27,68,4,132,154,9,38,5
ENSG00000204183.3,0,1,3,3,0,0,2,1
ENSG00000204186.10,598,155,192,190,407,207,213,221
ENSG00000204188.7,15,0,2,6,4,5,6,0
ENSG00000204193.11,5,0,0,1,0,0,0,0
ENSG00000204194.1,1,0,0,0,0,1,0,0
ENSG00000204195.4,0,0,0,2,0,21,0,2
ENSG00000204209.13,1552,1993,2215,1819,1982,1937,2694,1266
ENSG00000204217.15,6864,3834,3424,2352,7850,2966,3192,4305
ENSG00000204219.11,2757,1866,4233,828,5331,1399,4058,561
ENSG00000204220.12,895,648,1420,1112,1350,1506,2582,528
ENSG00000204227.5,1597,1192,2011,2052,2415,2706,3824,847
ENSG00000204228.4,865,228,1226,467,586,748,1409,172
ENSG00000204231.11,1489,1317,2026,1837,2155,2516,3738,1045
ENSG00000204237.5,472,360,1020,1375,922,1133,1981,279
ENSG00000204241.8,26,2,18,19,38,15,19,9
ENSG00000204248.11,33,75,49,88,42,99,78,66
ENSG00000204252.14,1715,3457,2473,1150,11729,2572,5182,817
ENSG00000204253.4,186,293,359,141,524,187,350,158
ENSG00000204256.14,5099,8543,7689,6368,11463,7905,13252,4878
ENSG00000204257.15,4733,3834,10198,3749,19078,6463,9627,1440
ENSG00000204261.9,285,187,276,484,382,380,181,81
ENSG00000204262.14,14819,996,2762,5140,27242,7706,705,52267
ENSG00000204264.12,2530,4805,4088,4057,5045,4567,4536,1426
ENSG00000204267.16,825,1806,824,1829,2061,2504,1491,905
ENSG00000204271.13,535,315,365,343,885,521,558,212
ENSG00000204272.13,190,1086,1202,1445,2329,1323,724,610
ENSG00000204277.1,4,3,13,69,7,14,149,6
ENSG00000204278.12,1,1,0,0,0,5,0,0
